stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id
ESTACION_7113,7113,Santa Isabel,4.60158818453898,-74.102755490141121,1,,0
ESTACION_9004,9004,Santa Lucía,4.570915188323168,-74.124785344996354,1,,0
ESTACION_3012,3012,Suba - CL 95,4.6846887004456015,-74.063260448397429,1,,0
ESTACION_7108,7108,AV. El Dorado,4.6301834442410286,-74.079921041360663,1,,0
ESTACION_7101,7101,La Castellana,4.6754704614336626,-74.064712051045618,1,,0
ESTACION_14004,14004,Museo del Oro,4.6011822864868819,-74.0729284449539,1,,0
ESTACION_12000,12000,Puente Aranda,4.6257791712495981,-74.1048075287873,1,,0
ESTACION_10006,10006,San Victorino,4.60068211259369,-74.077605404772868,1,,0
ESTACION_3002,3002,Suba - TV. 91,4.7389347722640549,-74.087013620572549,1,,0
ESTACION_6111,6111,Universidades,4.60488261504428,-74.0671115606691,1,,0
ESTACION_6109,6109,Centro Memoria,4.6212116112564994,-74.076878037647887,1,,0
ESTACION_4101,4101,Minuto de Dios,4.6966532037767,-74.091599978462838,1,,0
ESTACION_7105,7105,Movistar Arena,4.6498366119768564,-74.078388507573663,1,,0
ESTACION_10009,10009,Museo Nacional,4.6153770507722021,-74.069127307405,1,,0
ESTACION_7102,7102,NQS - Calle 75,4.6699867078817885,-74.0715950324681,1,,0
ESTACION_7000,7000,Portal del Sur,4.5973510301910236,-74.169328800510556,1,,0
ESTACION_6105,6105,Quinta Paredes,4.6374541088797532,-74.093077669981241,1,,0
ESTACION_6106,6106,Recinto Ferial,4.6343468176773088,-74.089831015654539,1,,0
ESTACION_7111,7111,Ricaurte (NQS),4.6115099821350052,-74.094044516746436,1,,0
ESTACION_9109,9109,Tercer Milenio,4.5981369571925974,-74.083863141050756,1,,0
ESTACION_5005,5005,Transversal 86,4.6341594213074933,-74.1519571919689,1,,0
ESTACION_4107,4107,Escuela Militar,4.6755458139939883,-74.0698531351871,1,,0
ESTACION_7007,7007,NQS - CL 38A S.,4.5937921350281385,-74.123778155620954,1,,0
ESTACION_6000,6000,Portal Eldorado,4.682083474874684,-74.121692815588275,1,,0
ESTACION_7104,7104,Simón Bolívar,4.6571673583617255,-74.077729391285672,1,,0
ESTACION_3005,3005,Suba  Av Boyaca,4.7214078743642869,-74.07477893695058,1,,0
ESTACION_3011,3011,Suba  Calle 100,4.6905501022484994,-74.065716574966714,1,,0
ESTACION_12007,12007,Zona Industrial,4.62022258223004,-74.098615592535708,1,,0
ESTACION_5107,5107,Distrito Grafiti,4.6278918778628526,-74.11167397833718,1,,0
ESTACION_3007,3007,Humedal Córdoba,4.7066527776778715,-74.0712291415669,1,,0
ESTACION_3006,3006,Niza - Calle 127,4.7119735701008469,-74.0723226015792,1,,0
ESTACION_5000,5000,Portal Américas,4.6295689279788919,-74.17322124434456,1,,0
ESTACION_2000,2000,Portal del Norte,4.7554763188250728,-74.045886325604869,1,,0
ESTACION_12003,12003,Ricaurte (CL 13),4.6129310942427741,-74.090418560678458,1,,0
ESTACION_5002,5002,Biblioteca Tintal,4.6379986250053449,-74.159387204269791,1,,0
ESTACION_7006,7006,General Santander,4.5935628063622262,-74.12960299169734,1,,0
ESTACION_7008,7008,NQS Calle 30 Sur ,4.5947394493934555,-74.118119844022274,1,,0
ESTACION_7200,7200,Tygua - San José,4.5997823641154794,-74.08877710798356,1,,0
ESTACION_90005,90005,Av. Suba Calle 116,4.6993631622321512,-74.0699069253554,1,,0
ESTACION_6108,6108,Concejo de Bogotá,4.6260101772899933,-74.080382062581563,1,,0
ESTACION_6101,6101,El Tiempo - Maloka,4.657010838950371,-74.1056589643267,1,,0
ESTACION_10000,10000,Portal 20 de Julio,4.5656473264963369,-74.097125779810028,1,,0
ESTACION_6102,6102,Salitre - El Greco,4.650849583251766,-74.101679843084511,1,,0
ESTACION_12004,12004,San Facon - KR. 22,4.609636770944225,-74.08669806966445,1,,0
ESTACION_4100,4100,Granja - Carrera 77,4.6987088606082157,-74.09537952945233,1,,0
ESTACION_7201,7201,Guatoque - Veraguas,4.6040365641751677,-74.094782975560051,1,,0
ESTACION_14003,14003,AV. Jiménez (CL 13),4.60296469843871,-74.079034262594973,1,,0
ESTACION_10003,10003,Ciudad Jardín - UAN,4.5816346069172589,-74.090215576128742,1,,0
ESTACION_6107,6107,Ciudad Universitaria,4.6308898269713783,-74.083579260102354,1,,0
ESTACION_10010,10010,Estación San Bernardo,4.5902655581911933,-74.084196526995868,1,,0
ESTACION_7504,7504,Terreros Hospital C.V.,4.58895860366713,-74.199437082480429,1,,0
ESTACION_5102,5102,Av Américas -Av. Boyacá,4.6301070549212042,-74.134196911127731,1,,0
ESTACION_9110,9110,AV. Jiménez (AV. Caracas),4.6027923817698992,-74.080499881310274,1,,0
ESTACION_7106,7106,Campín - Universidad Antonio Nariño,4.6459269353160018,-74.078684392583781,1,,0
4445,BD-382A,CAC ,4.6927977848506277,-74.135988835009925,0,,0
6740,PA12766,2-7_4,4.7525021734121946,-74.060327739635241,0,,0
3993,072A12,IED Enrique Olaya Herrera-AK 10 - CL 34 Sur,4.5668209956447132,-74.102871675868016,0,,0
9076,080B08,Villa de los Comuneros-AV. Tintal - CL 51 Sur,4.633961387246881,-74.182042566606242,0,,0
8289,090B10,U. Distrital-AV. V/cio - AK 51,4.5791278815997165,-74.156591827315026,0,,0
9083,138B04,Br. El Cortijo-AC 80 - KR 114,4.7229888495523431,-74.122385503664049,0,,0
9084,159B04,Villas de Granada-AC 80 - KR 112 Bis,4.7192498374769531,-74.119555612143856,0,,0
4536,219A08,Ciudadela El Recreo-CL 73 Sur - KR 99 A,4.6334550924525955,-74.204874021840112,0,,0
4547,243A08,Ciudadela El Recreo-CL 63 Sur - KR 99A,4.6361196101018844,-74.199766751167729,0,,0
7284,248A04,Ciudad Bachué I Etapa-KR 95G - CL 88,4.7150833484671022,-74.1054563774065,0,,0
9074,274A09,Br. Las Margaritas-CL 63 Sur - KR 93C,4.6305432639462261,-74.19674975201913,0,,0
9075,336A08,IED Los Periodistas-CL 42 Sur - TV 78H,4.6166361484552647,-74.15993159823519,0,,0
8785,346A08,Br. Gran Britalia-CL 46 Sur - KR 81C,4.6233455389476585,-74.170564070060749,0,,0
9082,396B04,Puente de Guadua-AC 80 - KR 119,4.7259349078835307,-74.124878019277162,0,,0
9007,417A07,Pq. Villa Alsacia-TV 74 - CL 11B,4.6450527475474956,-74.135229378692543,0,,0
9008,418A07,Pq. De Castilla-TV 79 - CL 11B,4.6464875842237143,-74.136778782539736,0,,0
4539,470A08,Ciudadela El Recreo-KR 102 - CL 72 Sur,4.6358968575840782,-74.2052848541188,0,,0
4546,600A08,Ciudadela El Recreo II-KR 102 - CL 69 Sur,4.6370687140600406,-74.2027634184183,0,,0
6668,634A08,Br. Gran Britalia-KR 80H - CL 51 Sur,4.6188351562240042,-74.172864449390659,0,,0
4849,BD-033A,Calle 82-AK 7 - CL 82,4.6623536174252855,-74.049321002790279,0,,0
8854,107A13,Br. Villa Diana-AV. Circunvalar - CL 86 Sur,4.5015088880089023,-74.086236591442187,0,,0
8856,126A13,Pq San Cayetano-AV. Circunvalar - CL 73A Sur,4.5175991732441307,-74.0905176956121,0,,0
7827,137A09,Dg 73H-KR 79D - DG 73H Sur,4.6082327019138631,-74.2011631070502,0,,0
9219,178A02,Br. La Floresta-Auto Norte - AC 235,4.80983918945792,-74.037150891812061,0,,0
7318,377D05,377D05-GM,4.6980605325516231,-74.141100765393716,0,,0
8573,440A01,Br. Tibabita II-KR 8C - CL 187A,4.7634408854517085,-74.030027403734039,0,,0
7979,500A05,Br. Sabana del Dorado-KR 117 - CL 63D,4.7100929760415626,-74.141976000038284,0,,0
7935,614A09,Terminal del Sur-Terminal Sur,4.5975754098434187,-74.175817123600652,0,,0
8038,650A09,Pq. Laureles Alborada-AV. C. de Cali - KR 81F,4.6124630352554385,-74.2012646351295,0,,0
4274,BD-016A,Br. Chapinero Norte-AK 7 – CL 66,4.6504772837885442,-74.058569335985752,0,,0
4281,BD-002A,Br. Samper-AK 7 – CL 33,4.62051628344373,-74.067527836015344,0,,0
4242,BD-001A,Br. La Merced-AK 7 – CL 34,4.6221541161395576,-74.066682502349892,0,,0
4280,BD-004A,CAR Cundinamarca-AK 7 – CL 36,4.6243147835510809,-74.066222335974459,0,,0
4243,BD-003A,Parque Nacional-AK 7 – CL 37,4.6249794496862373,-74.065888835861443,0,,0
8013,BD-005B,U. Javeriana-AK 7 - CL 40,4.6284525035628583,-74.065056206167114,0,,0
4244,BD-005A,Universidad Javeriana-AK 7 – CL 40,4.6282160840835909,-74.065145555335008,0,,0
4279,BD-006A,Universidad Distrital-AK 7 – CL 40,4.6280409598185148,-74.065345317971733,0,,0
8016,BD-006B,Universidad Distrital-AK 7 - CL 40,4.6284724499107748,-74.065234669226655,0,,0
4245,BD-007A,Calle 45-AK 7 – AC 45,4.632089283740541,-74.063936002865645,0,,0
4278,BD-008A,Calle 45-AK 7 – AC 45,4.6320976169818247,-74.064099003005254,0,,0
4246,BD-009A,Hospital Militar-AK 7 – CL 50,4.6370467835081284,-74.063397502160925,0,,0
4277,BD-010A,Universidad Santo Tomás-AK 7 – CL 51,4.6379231168044877,-74.063366668992785,0,,0
4276,BD-012A,SENA – Dirección General-AK 7 – CL 55,4.6418401169119292,-74.062406669264519,0,,0
8017,BD-012B,SENA - Dirección General-AK 7 - CL 56,4.6427376728380887,-74.062139932450222,0,,0
4247,BD-011,K7 - CL57 ,4.6430127840196933,-74.061883002680261,0,,0
4275,BD-014A,Br. Chapinero Central-AK 7 – CL 60,4.6461246170145385,-74.060947002617368,0,,0
4248,BD-013A,U. La Salle-AK 7 – CL 61,4.6465466169868836,-74.060398336160091,0,,0
8018,BD-014B,Chapinero Central-AK 7 - CL 61,4.6463807836899518,-74.06070216928461,0,,0
4249,BD-015A,Calle 67-AK 7 – CL 66,4.6503526167303439,-74.058460503080127,0,,0
8019,BD-016B,Chapinero Norte-AK 7 - CL 66,4.6505273905600015,-74.058509530028743,0,,0
8020,BD-018A,Avenida Chile-AK 7 – CL 71,4.6530572838560325,-74.056454002684788,0,,0
4273,BD-018B,Avenida Chile-AK 7 - CL 71,4.653684121295214,-74.056061104088954,0,,0
4251,BD-019A,Br. Bellavista-AK 7 – CL 73,4.656534159918972,-74.054363079621325,0,,0
4394,BD-029B,Br. Porciúncula-AK 7 – CL 75,4.6573182839637823,-74.054036669388154,0,,0
8021,BD-029A,Br. Porciúncula-AK 7 – CL 75,4.6570693066180642,-74.054351790101038,0,,0
4620,BD-031A,Los Rosales-AK 7 - CL 78,4.6601141173663914,-74.051427336090129,0,,0
4650,BD-030A,El Nogal-AK 7 - CL 79,4.6605459507111808,-74.051208336090724,0,,0
4393,BD-032A,Calle 82-AK 7 - CL 81,4.662821117431931,-74.04905066946344,0,,0
4392,BD-034A,La Cabrera-AK 7 - CL 86,4.666823284198844,-74.046090669500089,0,,0
4484,BD-035A,El Refugio-AK 7 - CL 87,4.6658274508382283,-74.046397669495789,0,,0
4391,BD-036A,El Chicó-AK 7 - CL 90,4.66926428425997,-74.044957169524025,0,,0
4485,BD-037A,Chicó Oriental-AK 7 - CL 92,4.67069911763207,-74.044069502865824,0,,0
4390,BD-038A,Parque La Gran Vía-AK 7 - CL 94,4.6750554510722147,-74.041072169586315,0,,0
4486,BD-039A,Calle 94-AK 7 - CL 94,4.674555951062894,-74.041305502911982,0,,0
4635,BD-065A,Clínica El Bosque-AC 134 - AK 7,4.7119221186582347,-74.0298325030965,0,,0
4405,BD-020A,K11 - CL75 ,4.6604122840434439,-74.05657683601639,0,,0
4402,BD-044A,K11 - CL93 ,4.6747021177266141,-74.047473669482031,0,,0
4401,BD-043A,Chicó Norte II-AK 11 - CL 95,4.6794789511794583,-74.045050169517921,0,,0
4260,BD-028A,K13 - CL37 ,4.6256356168394079,-74.067500668748252,0,,0
4257,BD-025A,K13 - CL52 ,4.639449450143311,-74.065217835942647,0,,0
4256,BD-024A,Alcaldía Local de Chapinero-AK 13 - CL 55,4.6426639498736213,-74.064696835792176,0,,0
4255,BD-023A,K13 - CL60 ,4.64727961669782,-74.063891669283549,0,,0
4254,BD-022A,Chapinero Norte-AK 13 - CL 66,4.652955450126389,-74.062999336293061,0,,0
4487,BD-041A,Escuela de Caballería-AK 7 - CL 100,4.6804104512071527,-74.037680669639357,0,,0
4652,BD-048A,Teatro Patria-AK 7 - CL 106,4.6844537846363048,-74.036137336322454,0,,0
4621,BD-052A,Cantón Norte-AK 7 - CL 106,4.68568410159813,-74.035284087300127,0,,0
4623,BD-053A,SANTA ANA-AK 7 - CL 110,4.6889571180860736,-74.034565669689044,0,,0
4646,BD-054A,Santa Ana Occidental-AK 7 - CL 110,4.6895067847640108,-74.034848003015384,0,,0
8022,BD-056A,Cl 116-AK 7 - CL 116,4.6925828557766414,-74.03375814782963,0,,0
4626,BD-055A,Hacienda Santa Bárbara-AK 7 - CL 116,4.693363784859276,-74.033133669706729,0,,0
4644,BD-056B,Calle 116-AK 7 - CL 116,4.6927306181774426,-74.033658169700985,0,,0
8023,BD-058A,Fundación Santa Fe-AK 7 - CL 118,4.6952147658317971,-74.032591622949127,0,,0
4629,BD-059A,San Gabriel Norte-AK 7 - CL 124,4.7000872850228621,-74.0286788364481,0,,0
4633,BD-063A,Ginebra-AK 7 - CL 130B,4.7089177781816325,-74.028482751636943,0,,0
8014,BD-017A,Av. Chile-AK 7 – CL 70A,4.6539225565915094,-74.055733825479749,0,,0
4250,BD-017B,Av. Chile-AK 7 – CL 70A,4.6538032853725477,-74.055756843765778,0,,0
91936,325A13,Br. Las Cruces-AC 1 - KR 7,4.5868508943741642,-74.082166033775763,0,,0
91345,005A13,Instituto Nacional de Cancerología-AC 1 - KR 9,4.5887763014944518,-74.084027757461257,0,,0
96468,517A13,Instituto Nacional de Cancerología-AC 1 - KR 9,4.5889602945877721,-74.084558890043809,0,,0
94342,861A00,Br. San Bernardo-AC 1- KR 11,4.5899192376332216,-74.0857580417581,0,,0
92590,004A01,Br. Barrancas Perlas del Norte-AC 153 - 7F,4.7293947693064382,-74.028117020129343,0,,0
92024,416A13,Br. Belén-AC 6 - KR 0,4.5899008792445617,-74.072639491185754,0,,0
92020,412A13,Br. Santa Bárbara-AC 6 - KR 5,4.5900887612050081,-74.07790140549956,0,,0
92334,576A13,Br. Santa Bárbara-AC 6 - KR 7,4.59091623745736,-74.0798990419979,0,,0
92333,575A13,Br. Santa Bárbara-AC 6 - KR 7,4.5910882374570008,-74.079887041994965,0,,0
94623,717A00,IED Antonio José Uribe-AC 6 - KR 9,4.5925208038824952,-74.0813697528007,0,,0
87820,115A11,Br. San Antonio-AC1 - KR 18,4.593041291552165,-74.093015670084014,0,,0
6072,143A04,Br. Garcés Navas-AC 80 - KR 110,4.7168073519221547,-74.117793129726167,0,,0
96295,331A13,Br. Las Cruces-AK 7 - CL 2,4.5893456533786834,-74.080255744165811,0,,0
91903,025A02,Urb. Bosques de Gratamira-CL 138 - 74,4.73070094613968,-74.07170526394107,0,,0
96467,478A13,Br. Las Cruces-CL 2 - KR 8,4.5894640125862605,-74.081292840039339,0,,0
91961,354A13,Br. Belén-CL 7 - KR 0,4.5920441896800925,-74.0719518007915,0,,0
94318,452A00,Br. Egipto-CL 7 - KR 1,4.5925286787283106,-74.071958109289227,0,,0
91962,358A13,Superintendencia Financiera-CL 7 - KR 4,4.5938988585306628,-74.0748643911989,0,,0
4304,BD-050A,U. Pedagógica-AC 72 - KR 10,4.6568739508225807,-74.058555169078915,0,,0
4336,BD-051A,AK 11-CL 76 - AK 11,4.6618814510806406,-74.057478836001337,0,,0
4400,BD-042A,Calle 100-AK 11 - CL 100,4.6820001179132689,-74.043751502871459,0,,0
4403,BD-045A,K11 - CL86A ,4.6700901176155538,-74.050030336109458,0,,0
4259,BD-027A,K13 - CL43A ,4.6311529497845125,-74.066607336186237,0,,0
4628,BD-057A,Usaquén-AK 7 - CL 119B,4.6968594516173834,-74.031259336406777,0,,0
4631,BD-061A,Unicerros-AK 7 - CL 127B,4.705220118488735,-74.028462169782983,0,,0
91952,338A13,Br. Lourdes III-KR 2 - CL 3,4.5879808268551763,-74.07460656336859,0,,0
91848,283A13,Colegio La Giralda-KR 3 - AC 1,4.582762848220149,-74.07840362535751,0,,0
91847,281A13,Calle Primera-KR 3 - CL 1,4.582258678069894,-74.079409708208217,0,,0
94439,632A00,Br. Nueva Santa Fe de Bogotá-KR 4 - CL 6,4.5926912673120395,-74.07492779919464,0,,0
94319,455A00,Colegio Salesiano León XIII-KR 4 - CL 9,4.5949060943346,-74.073682397404852,0,,0
92014,405A13,Centro Educativo de Ingakunapa-KR 5 - CL 5,4.5919944292896666,-74.076346353014983,0,,0
93468,114A00,Colegio Salesiano León XIII-KR 5 - CL 8,4.5949577518198561,-74.074740509348345,0,,0
92986,289A07,JARDINES DE CASTILLA-KR 82A - 6B,4.6408572390043394,-74.152833037296844,0,,0
96466,473A13,Iglesia Las Cruces-KR 9 - CL 2,4.5903242435837539,-74.082699560046407,0,,0
8967,Alim1_SU,Portal Tunal,4.5705806484585212,-74.139516269287938,0,,0
91904,027A02,Br. Atenas - Hibernia-TV 75 - 138,4.7313332355962361,-74.073564443363807,0,,0
89309,087A12,Br. La Hortúa-AC 1 - AK 10,4.5896481389336792,-74.085667048364684,0,,0
89308,086A12,Br. La Hortúa-AC 1 - KR 12,4.5906424088908437,-74.087223628661974,0,,0
87796,114A11,Br. San Antonio-AC 1 - KR 19,4.5935605643526163,-74.094976818962166,0,,0
87794,113A11,La Fraguita-AC 1 - KR 22,4.5941102379043937,-74.096785041137821,0,,0
87795,113B11,Br. La Fraguita-AC 1 - KR 24,4.59457423511156,-74.0982136753758,0,,0
91937,326A13,Br. Las Cruces-AC 1 - KR 5A,4.585258662709208,-74.0805490176126,0,,0
79888,247A00,Br. Veracruz-AC 19 - KR 4,4.6037005357668077,-74.069481553322817,0,,0
93878,245D00,Br. Las Nieves-AC 19 - KR 4,4.6034299975297639,-74.0685675542885,0,,0
93934,247B00,Br. Veracruz-AC 19 - KR 4,4.6039318881768247,-74.069807232805886,0,,0
93877,245C00,Br. Las Nieves-AC 19 - KR 4,4.6039279026510274,-74.069274419809062,0,,0
93876,245B00,Br. Las Nieves-AC 19 - KR 5,4.6047641147771454,-74.070474917756428,0,,0
93935,247C00,Br. Veracruz-AC 19 - KR 5,4.6046946755319436,-74.07089050678789,0,,0
93936,247D00,Br. Veracruz-AC 19 - KR 5,4.6048716660949385,-74.071126102684659,0,,0
93875,245A00,Br. Las Nieves-AC 19 - KR 7,4.6049737134214661,-74.070792424814812,0,,0
93874,244B00,Pl. Las Nieves-AC 19 - KR 7,4.6056641263042737,-74.071915150696825,0,,0
81168,243B00,Br. Veracruz-AC 19 - KR 8,4.6064064365458757,-74.073486979523921,0,,0
93871,243A00,Br. Veracruz-AC 19 - KR 8,4.6058075811265722,-74.0726126247128,0,,0
93873,244A00,Pl. Las Nieves-AC 19 - KR 9,4.6061231253920747,-74.07263527086819,0,,0
93951,257A00,Pl. Paloquemao-AC 19 - Kr25,4.6152998650498613,-74.085077553208492,0,,0
94375,510A00,Telesféricos de Monserrate-AC 20 - AK 1,4.60314779226441,-74.0618355429845,0,,0
94373,508A00,Teleféricos de Monserrate-AC 20 - KR 1,4.6028859851000021,-74.061827550134367,0,,0
89611,040A08,Br. Jorge Gaitán Cortés-AC 3 - AK 36,4.6073172380272567,-74.106457040338654,0,,0
92438,033A07,Br. Comuneros-AC 3 - AK 36,4.6075517385118845,-74.1064167677133,0,,0
92439,034A07,Br. Tibaná-AC 3 - KR 38,4.6092944873368573,-74.108447753346354,0,,0
89612,041A08,Br. Jorge Gaitán Cortés-AC 3 - KR 38,4.6095970595884674,-74.109032054316486,0,,0
