route_id,route_short_name,route_long_name,route_desc,agency_id,route_color,route_text_color,route_type
Z_7019,91,San jose - porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5823,91,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5823-2,91,San jose,URBANO,3,00618E,FFFFFF,3
Z_6222,910,Embalse la regadera,URBANO,3,00618E,FFFFFF,3
Z_6227,910,La rivera,URBANO,3,00618E,FFFFFF,3
Z_6228,910,Usme pueblo,URBANO,3,00618E,FFFFFF,3
Z_6818,914,Bachue - usme centro,URBANO,3,00618E,FFFFFF,3
Z_6818-2,914,Bachue,URBANO,3,00618E,FFFFFF,3
Z_6845,927,Portal eldorado,URBANO,3,00618E,FFFFFF,3
Z_6845-2,927,San jose - portal eldorado,URBANO,3,00618E,FFFFFF,3
Z_6998,94,Suba corpas,URBANO,3,00618E,FFFFFF,3
Z_6998-2,94,Bosa san diego,URBANO,3,00618E,FFFFFF,3
Z_4980,950,El tuno,URBANO,3,00618E,FFFFFF,3
Z_4981,950,Terminal,URBANO,3,00618E,FFFFFF,3
Z_5135,953,Fiscala alta,URBANO,3,00618E,FFFFFF,3
Z_5136,953,Tierra buena,URBANO,3,00618E,FFFFFF,3
Z_5983,97,Galerias ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5983-2,97,Rincon de venecia ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5982,97,Galerias,URBANO,3,00618E,FFFFFF,3
Z_5982-2,97,Rincon de venecia,URBANO,3,00618E,FFFFFF,3
Z_5811,99,Germania,URBANO,3,00618E,FFFFFF,3
Z_5811-2,99,Bosa san jose,URBANO,3,00618E,FFFFFF,3
Z_6961,A001,El paraiso - bosque calderon,ESPECIAL,6,822433,FFFFFF,3
Z_4775,A103,Germania,URBANO,3,00618E,FFFFFF,3
Z_5987-2,A117,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_6894-2,A124,Germania,URBANO,3,00618E,FFFFFF,3
Z_6319,A127,Germania,URBANO,3,00618E,FFFFFF,3
Z_6897-2,A129,Germania,URBANO,3,00618E,FFFFFF,3
Z_6966,A134,Universidad pedagogica refuerzo,URBANO,3,00618E,FFFFFF,3
Z_6471,A134,Pq. central bavaria,URBANO,3,00618E,FFFFFF,3
Z_6450,A151,Centro,URBANO,3,00618E,FFFFFF,3
Z_6454,A153,Centro,URBANO,3,00618E,FFFFFF,3
Z_4652,A203,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_5515-2,A206,Centro,URBANO,3,00618E,FFFFFF,3
Z_7020-2,A210,San luis,URBANO,3,00618E,FFFFFF,3
Z_7022,A210,San luis reversible,URBANO,3,00618E,FFFFFF,3
Z_5166,A302,Centro,URBANO,3,00618E,FFFFFF,3
Z_5262,A305,Est. calle 100,URBANO,3,00618E,FFFFFF,3
Z_6784,A306,Centro andino,URBANO,3,00618E,FFFFFF,3
Z_6782-2,A319,Centro andino,URBANO,3,00618E,FFFFFF,3
Z_6925-2,A324,La perseverancia,URBANO,3,00618E,FFFFFF,3
Z_6863-2,A332,La porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5340,A405,Centro internacional,URBANO,3,00618E,FFFFFF,3
Z_5446-2,A406,Germania,URBANO,3,00618E,FFFFFF,3
Z_5854,A410,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_5812-2,A501,Germania,URBANO,3,00618E,FFFFFF,3
Z_6829-2,A503,Est. calle 100,URBANO,3,00618E,FFFFFF,3
Z_4815,A506,Galerias,URBANO,3,00618E,FFFFFF,3
Z_6992-2,A507,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5731,A513,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_6830,A518,Chapinero central,URBANO,3,00618E,FFFFFF,3
T_2172,A52,Flores,TRONCAL,1,20419A,FFFFFF,3
Z_6449,A522,Germania,URBANO,3,00618E,FFFFFF,3
Z_6493-2,A523,Germania,URBANO,3,00618E,FFFFFF,3
Z_6635,A600,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5532-2,A602,Germania,URBANO,3,00618E,FFFFFF,3
Z_6821-2,A606,Canton norte,URBANO,3,00618E,FFFFFF,3
Z_6154-2,A610,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_6179,A611,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_6098,A617,Centro,URBANO,3,00618E,FFFFFF,3
Z_5653-2,A618,Germania,URBANO,3,00618E,FFFFFF,3
Z_5719-2,A619,Centro,URBANO,3,00618E,FFFFFF,3
Z_6655-2,A628,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_7017-2,A633,Ricaurte,URBANO,3,00618E,FFFFFF,3
Z_5660,A702,Las nieves,URBANO,3,00618E,FFFFFF,3
Z_5655,A704,Germania,URBANO,3,00618E,FFFFFF,3
Z_5662,A706,San diego,URBANO,3,00618E,FFFFFF,3
Z_6287,A708,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_6399-2,A713,Chico norte,URBANO,3,00618E,FFFFFF,3
Z_5467,A805,7 de agosto,URBANO,3,00618E,FFFFFF,3
Z_6463,A809,Marly,URBANO,3,00618E,FFFFFF,3
Z_6843-2,A814,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_6803,A815,Germania,URBANO,3,00618E,FFFFFF,3
Z_6495,A900,Galerias,URBANO,3,00618E,FFFFFF,3
Z_6496,A900,Galerias reversible,URBANO,3,00618E,FFFFFF,3
Z_6163,A915,Porciuncula refuerzo,COMPLEMENTARIO,5,FF6319,FFFFFF,3
Z_6162,A915,Porciuncula,COMPLEMENTARIO,5,FF6319,FFFFFF,3
T_2138,B10,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
Z_6177,B100,Est. alcala,URBANO,3,00618E,FFFFFF,3
T_2044,B11,Terminal,TRONCAL,1,7AC143,FFFFFF,3
Z_6354-2,B118,San cristobal norte,URBANO,3,00618E,FFFFFF,3
T_2125,B12,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
T_1971,B13,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
Z_6242-2,B130,Cardio infantil,URBANO,3,00618E,FFFFFF,3
Z_6806,B138,Cedritos,URBANO,3,00618E,FFFFFF,3
T_2108,B14,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
Z_6804,B144,Clinica el bosque,URBANO,3,00618E,FFFFFF,3
Z_6805,B145,San cristobal norte,URBANO,3,00618E,FFFFFF,3
T_1949,B16,Terminal,TRONCAL,1,7AC143,FFFFFF,3
T_2153,B18,Terminal,TRONCAL,1,7AC143,FFFFFF,3
T_1883,B23,Alcala,TRONCAL,1,7AC143,FFFFFF,3
T_2033,B27,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
T_2035,B28,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
Z_5860,B303,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6885,B309,Lijaca,URBANO,3,00618E,FFFFFF,3
Z_6871,B314,El codito,URBANO,3,00618E,FFFFFF,3
Z_6930,B326,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6061,B401,Calle 222  udca,URBANO,3,00618E,FFFFFF,3
Z_4925,B404,Calle 222,URBANO,3,00618E,FFFFFF,3
T_1933,B44,Alcala,TRONCAL,1,7AC143,FFFFFF,3
T_2025,B44,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
T_2174,B50,Calle 161,TRONCAL,1,7AC143,FFFFFF,3
T_2039,B52,Alcala,TRONCAL,1,7AC143,FFFFFF,3
T_1808,B55,Heroes,TRONCAL,1,7AC143,FFFFFF,3
Z_6824,B608,Chico navarra,URBANO,3,00618E,FFFFFF,3
Z_6538-2,B609,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6758,B631,Cl 134,URBANO,3,00618E,FFFFFF,3
T_2046,B71,Toberin,TRONCAL,1,7AC143,FFFFFF,3
T_2143,B72,Toberin,TRONCAL,1,7AC143,FFFFFF,3
T_2102,B74,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
T_1985,B75,Portal norte,TRONCAL,1,7AC143,FFFFFF,3
Z_6495-2,B900,La estrellita,URBANO,3,00618E,FFFFFF,3
Z_6496-2,B900,La estrellita reversible,URBANO,3,00618E,FFFFFF,3
Z_6130-2,B901,Mirandela,URBANO,3,00618E,FFFFFF,3
Z_6134-2,B901,Mirandela reversible,URBANO,3,00618E,FFFFFF,3
Z_6915,B902,Calle 222,URBANO,3,00618E,FFFFFF,3
Z_7037,B902,Calle 170 refuerzo,URBANO,3,00618E,FFFFFF,3
Z_7010-2,B903,Verbenal,URBANO,3,00618E,FFFFFF,3
Z_4916-2,B904,La estrellita,URBANO,3,00618E,FFFFFF,3
Z_6276,B905,Serrezuela,URBANO,3,00618E,FFFFFF,3
Z_6651-2,B906,Toberin,URBANO,3,00618E,FFFFFF,3
Z_5678,B907,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_5948,B908,Santa ana,URBANO,3,00618E,FFFFFF,3
Z_6248-2,B909,Mazuren,URBANO,3,00618E,FFFFFF,3
Z_6164,B915,Toberin refuerzo,COMPLEMENTARIO,5,FF6319,FFFFFF,3
Z_6162-2,B915,Toberin,COMPLEMENTARIO,5,FF6319,FFFFFF,3
Z_6370,B916,Balmoral norte reversible,URBANO,3,00618E,FFFFFF,3
Z_6369,B916,Balmoral norte,URBANO,3,00618E,FFFFFF,3
Z_6467,B917,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6646-2,B918,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6628,B919,Terminal norte reversible,URBANO,3,00618E,FFFFFF,3
Z_6623,B919,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6878,B920,Estacion calle 127,URBANO,3,00618E,FFFFFF,3
Z_6955,B922,Estacion terminal - tibabita,COMPLEMENTARIO,5,FF6319,FFFFFF,3
Z_6956,B923,Estacion calle 187 - tibabita,COMPLEMENTARIO,5,FF6319,FFFFFF,3
T_2103,B924,Guaymaral,ALIMENTADOR,4,196939,FFFFFF,3
Z_4791,C1,Germania,URBANO,3,00618E,FFFFFF,3
Z_4791-2,C1,Roma,URBANO,3,00618E,FFFFFF,3
Z_6177-2,C100,Casablanca norte,URBANO,3,00618E,FFFFFF,3
Z_5625,C101,Providencia alta,URBANO,3,00618E,FFFFFF,3
Z_5627,C101,Sabana del dorado,URBANO,3,00618E,FFFFFF,3
Z_4775-2,C103,Portales del norte,URBANO,3,00618E,FFFFFF,3
Z_6404,C104,Compartir,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5944,C105,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5944-2,C105,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_7012,C11,Villa del rio - porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5633,C11,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5633-2,C11,Villa del rio,URBANO,3,00618E,FFFFFF,3
Z_6243,C110,Chorrillos,URBANO,3,00618E,FFFFFF,3
Z_6243-2,C110,Portal suba,URBANO,3,00618E,FFFFFF,3
Z_7013,C115,Jaqueline - el retiro,URBANO,3,00618E,FFFFFF,3
Z_7013-2,C115,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_5915,C115,El retiro,URBANO,3,00618E,FFFFFF,3
Z_6816-2,C116,Fontanar,URBANO,3,00618E,FFFFFF,3
Z_5987,C117,Villa cindy,URBANO,3,00618E,FFFFFF,3
Z_6354,C118,Suba berlin,URBANO,3,00618E,FFFFFF,3
Z_6359,C122,Villa cindy,URBANO,3,00618E,FFFFFF,3
Z_6730,C123,Centro andino,URBANO,3,00618E,FFFFFF,3
Z_6730-2,C123,La magdalena,URBANO,3,00618E,FFFFFF,3
Z_6894,C124,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_5369,C125,Laches,URBANO,3,00618E,FFFFFF,3
Z_5369-2,C125,Jardines de castilla,URBANO,3,00618E,FFFFFF,3
Z_6322,C127,Fontanar del rio,URBANO,3,00618E,FFFFFF,3
Z_6897,C129,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6242,C130,Suba berlin,URBANO,3,00618E,FFFFFF,3
Z_6498,C131,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6472,C134,Tibabuyes,URBANO,3,00618E,FFFFFF,3
Z_6966-2,C134,Tibabuyes refuerzo,URBANO,3,00618E,FFFFFF,3
Z_6986,C135,San jose - germania,URBANO,3,00618E,FFFFFF,3
Z_6502,C137,Suba corpas,URBANO,3,00618E,FFFFFF,3
Z_6806-2,C138,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6291,C142,Suba,URBANO,3,00618E,FFFFFF,3
Z_6291-2,C142,San cristobal norte,URBANO,3,00618E,FFFFFF,3
Z_6804-2,C144,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6805-2,C145,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6968,C146,Casablanca norte,URBANO,3,00618E,FFFFFF,3
Z_6968-2,C146,Centro suba,URBANO,3,00618E,FFFFFF,3
Z_6392,C147,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6446,C149,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6718,C15,Bosa san diego - chapinero,URBANO,3,00618E,FFFFFF,3
Z_6718-2,C15,Bosa san diego,URBANO,3,00618E,FFFFFF,3
T_1880,C15,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_6451,C151,Tibabuyes,URBANO,3,00618E,FFFFFF,3
Z_6455,C153,Suba la gaitana,URBANO,3,00618E,FFFFFF,3
Z_6480,C154,Suba nogales,URBANO,3,00618E,FFFFFF,3
Z_6690,C155,Suba gaitana,URBANO,3,00618E,FFFFFF,3
Z_6547,C156,Bilbao++,URBANO,3,00618E,FFFFFF,3
Z_6987,C157,Suba corpas,URBANO,3,00618E,FFFFFF,3
Z_6917,C159,Suba pueblo,URBANO,3,00618E,FFFFFF,3
Z_6917-2,C159,Villa cindy,URBANO,3,00618E,FFFFFF,3
T_2176,C17,Portal suba,TRONCAL,1,FDBB30,000000,3
T_2178,C19,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_6656,C201,Paraiso nocturna,URBANO,3,00618E,FFFFFF,3
Z_6656-2,C201,Patio bonito nocturna,URBANO,3,00618E,FFFFFF,3
Z_5998,C201,Patio bonito,URBANO,3,00618E,FFFFFF,3
Z_5998-2,C201,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_5658,C25,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5658-2,C25,Unicentro,URBANO,3,00618E,FFFFFF,3
T_2074,C25,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_6469,C27,La estancia,URBANO,3,00618E,FFFFFF,3
Z_6469-2,C27,Normandia,URBANO,3,00618E,FFFFFF,3
Z_4457,C29,Bosa san diego - centro,URBANO,3,00618E,FFFFFF,3
T_2180,C29,Portal suba,TRONCAL,1,FDBB30,000000,3
T_2078,C30,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_5672,C31,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5672-2,C31,Boita,URBANO,3,00618E,FFFFFF,3
Z_6753,C315,San pedro,URBANO,3,00618E,FFFFFF,3
Z_6774,C321,Tibabuyes,URBANO,3,00618E,FFFFFF,3
Z_6780,C323,Suba compartir,URBANO,3,00618E,FFFFFF,3
T_2175,C50,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_6120,C509,Corpas,URBANO,3,00618E,FFFFFF,3
Z_6640-2,C605,Estacion polo cl 80 refuerzo,URBANO,3,00618E,FFFFFF,3
Z_6534,C605,Corpas,URBANO,3,00618E,FFFFFF,3
Z_6822,C612,Corpas,URBANO,3,00618E,FFFFFF,3
Z_6662-2,C615,Villa maria,URBANO,3,00618E,FFFFFF,3
Z_6856,C630,Aures,URBANO,3,00618E,FFFFFF,3
Z_6398,C701,Parques de bogota,URBANO,3,00618E,FFFFFF,3
Z_6398-2,C701,Parques de bogota - la roca,URBANO,3,00618E,FFFFFF,3
Z_7000-2,C705,Est. suba  cl 100,URBANO,3,00618E,FFFFFF,3
T_1873,C73,Portal suba,TRONCAL,1,FDBB30,000000,3
Z_6744,C77,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6744-2,C77,Tintala,URBANO,3,00618E,FFFFFF,3
Z_6801,C77,Tintala ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6801-2,C77,Terminal norte ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5904,C80,Las aguas,URBANO,3,00618E,FFFFFF,3
Z_5904-2,C80,Isla del sol,URBANO,3,00618E,FFFFFF,3
T_2011,C84,Suba lombardia,PADRON,2,FDBB30,000000,3
Z_6467-2,C917,Santa cecilia,URBANO,3,00618E,FFFFFF,3
Z_6985,C97A,Povenir,URBANO,3,00618E,FFFFFF,3
Z_7029,C97A,Porvenir - cerros de oriente,URBANO,3,00618E,FFFFFF,3
Z_6984,C97A,Cerros den oriente,URBANO,3,00618E,FFFFFF,3
T_1874,CSM,Circular san mateo,ALIMENTADOR,4,196939,FFFFFF,3
T_1875,CSM,Circular san mateo portal sur,ALIMENTADOR,4,196939,FFFFFF,3
T_2032,D10,Portal 80,TRONCAL,1,7A68AE,FFFFFF,3
T_2066,D20,Portal 80,TRONCAL,1,7A68AE,FFFFFF,3
Z_6858,D202,Bachue,URBANO,3,00618E,FFFFFF,3
Z_4652-2,D203,Bachue,URBANO,3,00618E,FFFFFF,3
Z_5330,D204,Gran granada,URBANO,3,00618E,FFFFFF,3
Z_5330-2,D204,Portal calle 80,URBANO,3,00618E,FFFFFF,3
Z_5517-2,D205,Bachue,URBANO,3,00618E,FFFFFF,3
Z_5515,D206,Bachue,URBANO,3,00618E,FFFFFF,3
Z_6325,D208,Puente de guadua,URBANO,3,00618E,FFFFFF,3
Z_6940,D209,Villa teresita,URBANO,3,00618E,FFFFFF,3
T_1813,D21,Portal 80,TRONCAL,1,7A68AE,FFFFFF,3
Z_7020,D210,Est. av. 68,URBANO,3,00618E,FFFFFF,3
Z_7022-2,D210,Est. av. 68 reversible,URBANO,3,00618E,FFFFFF,3
T_2132,D22,Portal 80,TRONCAL,1,7A68AE,FFFFFF,3
T_2063,D24,Portal 80,TRONCAL,1,7A68AE,FFFFFF,3
Z_5900-2,D504,Bonanza,URBANO,3,00618E,FFFFFF,3
T_2184,D51,Escuela militar,TRONCAL,1,7A68AE,FFFFFF,3
Z_7018,D601,Julio florez,URBANO,3,00618E,FFFFFF,3
Z_5339-2,D607,Morato,URBANO,3,00618E,FFFFFF,3
Z_6567-2,D627,Santa helenita,URBANO,3,00618E,FFFFFF,3
Z_6594-2,D800,Villa gladys,URBANO,3,00618E,FFFFFF,3
T_1711,D81,Av cl 80  kr 119,PADRON,2,7A68AE,FFFFFF,3
T_1713,D81,Av cl 80  kr 119 ciclovia,PADRON,2,7A68AE,FFFFFF,3
Z_6651,D906,Villa gladys,URBANO,3,00618E,FFFFFF,3
Z_6248,D909,Villas de granada,URBANO,3,00618E,FFFFFF,3
Z_5899,E16A,San jose - colina campestre,URBANO,3,00618E,FFFFFF,3
Z_5899-2,E16A,San jose,URBANO,3,00618E,FFFFFF,3
Z_5847,E17,Villa gloria,URBANO,3,00618E,FFFFFF,3
Z_5847-2,E17,Chico,URBANO,3,00618E,FFFFFF,3
Z_6678,E25,Lourdes,URBANO,3,00618E,FFFFFF,3
Z_6678-2,E25,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5902,E26A,Rincon de venecia,URBANO,3,00618E,FFFFFF,3
Z_5902-2,E26A,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_6516,E26B,Corpas,URBANO,3,00618E,FFFFFF,3
Z_6516-2,E26B,Canton norte,URBANO,3,00618E,FFFFFF,3
T_2145,E32,Nqs calle 75,TRONCAL,1,AB6B0D,FFFFFF,3
Z_6292,E43,Chico,URBANO,3,00618E,FFFFFF,3
Z_6292-2,E43,Villa gloria,URBANO,3,00618E,FFFFFF,3
Z_6714,E44,El uval,URBANO,3,00618E,FFFFFF,3
Z_5772,E44,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_5773,E44,Terminal norte reversible,URBANO,3,00618E,FFFFFF,3
Z_6190,E61,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_6190-2,E61,Casablanca,URBANO,3,00618E,FFFFFF,3
T_2109,F14,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
Z_6479,F154,Puente aranda,URBANO,3,00618E,FFFFFF,3
T_2179,F19,Banderas,TRONCAL,1,E31B23,FFFFFF,3
T_1965,F23,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
T_1967,F23,Banderas,TRONCAL,1,E31B23,FFFFFF,3
T_2036,F28,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
T_2181,F29,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
T_2146,F32,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
Z_6901-2,F333,Ciudad alsacia,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6060,F401,Tierra buena,URBANO,3,00618E,FFFFFF,3
Z_6081,F402,Palmitas,URBANO,3,00618E,FFFFFF,3
Z_6081-2,F402,Est. banderas,URBANO,3,00618E,FFFFFF,3
Z_4924,F404,Patio bonito,URBANO,3,00618E,FFFFFF,3
Z_5340-2,F405,Camelia,URBANO,3,00618E,FFFFFF,3
Z_5446,F406,La magdalena,URBANO,3,00618E,FFFFFF,3
Z_6717,F407,La magdalena,URBANO,3,00618E,FFFFFF,3
Z_6717-2,F407,Est. banderas,URBANO,3,00618E,FFFFFF,3
Z_5769,F408,Tierra buena,URBANO,3,00618E,FFFFFF,3
Z_6313,F409,Est. banderas,URBANO,3,00618E,FFFFFF,3
Z_6313-2,F409,Tierra buena,URBANO,3,00618E,FFFFFF,3
Z_5854-2,F410,Tierra buena,URBANO,3,00618E,FFFFFF,3
Z_6314,F414,Villa alexandra,URBANO,3,00618E,FFFFFF,3
Z_6943,F416,Jazmin occidental,URBANO,3,00618E,FFFFFF,3
T_2080,F51,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
Z_5602-2,F511,Portal americas,URBANO,3,00618E,FFFFFF,3
Z_6988-2,F512,Portal americas,URBANO,3,00618E,FFFFFF,3
Z_6079,F603,Corabastos,URBANO,3,00618E,FFFFFF,3
T_1811,F62,Portal americas,TRONCAL,1,E31B23,FFFFFF,3
Z_6693-2,F629,Biblioteca tintal,URBANO,3,00618E,FFFFFF,3
Z_6646,F918,Patio bonito,URBANO,3,00618E,FFFFFF,3
T_2045,G11,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
T_2124,G12,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
T_2126,G12,Gral. santander,TRONCAL,1,00A4E4,FFFFFF,3
Z_6501,G137,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6391,G147,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6570,G156,El recreo,URBANO,3,00618E,FFFFFF,3
Z_6564,G157,El recreo,URBANO,3,00618E,FFFFFF,3
Z_6324,G208,Metrovivienda,URBANO,3,00618E,FFFFFF,3
T_2133,G22,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
T_2077,G30,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
Z_6865,G311,Bosa san jose,URBANO,3,00618E,FFFFFF,3
T_2151,G41,San mateo,TRONCAL,1,00A4E4,FFFFFF,3
Z_6314-2,G414,Hsp. kennedy,URBANO,3,00618E,FFFFFF,3
T_1399,G43,San mateo,TRONCAL,1,00A4E4,FFFFFF,3
T_2128,G44,San mateo,TRONCAL,1,00A4E4,FFFFFF,3
T_1843,G45,San mateo,TRONCAL,1,00A4E4,FFFFFF,3
T_1844,G45,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
T_1920,G47,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
Z_5812,G501,Bosa san jose,URBANO,3,00618E,FFFFFF,3
Z_6847-2,G502,Boita,URBANO,3,00618E,FFFFFF,3
Z_6829,G503,San bernardino,URBANO,3,00618E,FFFFFF,3
Z_5900,G504,Bosa san jose,URBANO,3,00618E,FFFFFF,3
Z_4447-2,G505,Bosa san diego,URBANO,3,00618E,FFFFFF,3
Z_4815-2,G506,Catalina ii,URBANO,3,00618E,FFFFFF,3
Z_6992,G507,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_5494-2,G508,Bosa santa fe,URBANO,3,00618E,FFFFFF,3
Z_6118,G509,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_5602,G511,Porvenir,URBANO,3,00618E,FFFFFF,3
Z_6988,G512,Parques de bogota,URBANO,3,00618E,FFFFFF,3
Z_5731-2,G513,Olarte,URBANO,3,00618E,FFFFFF,3
Z_5743,G514,Portal sur,URBANO,3,00618E,FFFFFF,3
Z_5743-2,G514,Bosa san jose,URBANO,3,00618E,FFFFFF,3
Z_6759,G517,Potreritos,URBANO,3,00618E,FFFFFF,3
Z_6830-2,G518,Potreritos,URBANO,3,00618E,FFFFFF,3
Z_6490,G519,Olarte,URBANO,3,00618E,FFFFFF,3
T_2173,G52,Portal sur,TRONCAL,1,00A4E4,FFFFFF,3
Z_6997-2,G521,San bernardino,URBANO,3,00618E,FFFFFF,3
Z_6449-2,G522,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6493,G523,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_6922,G524,Parques de bogota,URBANO,3,00618E,FFFFFF,3
Z_6922-2,G524,Bosa estacion,URBANO,3,00618E,FFFFFF,3
Z_6918,G525,Bosa estacion,URBANO,3,00618E,FFFFFF,3
Z_6918-2,G525,Porvenir,URBANO,3,00618E,FFFFFF,3
Z_7006,G526,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_7032,G712,Bosa estacion,URBANO,3,00618E,FFFFFF,3
Z_5765,G807,Bosa carbonel,URBANO,3,00618E,FFFFFF,3
Z_7037-2,G902,Metrovivienda refuerzo,URBANO,3,00618E,FFFFFF,3
Z_6914,G902,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6816,H116,San carlos,URBANO,3,00618E,FFFFFF,3
T_1972,H13,Portal tunal,TRONCAL,1,F6891F,FFFFFF,3
Z_6497,H131,Diana turbay,URBANO,3,00618E,FFFFFF,3
T_1879,H15,Portal suba,TRONCAL,1,F6891F,FFFFFF,3
T_1881,H15,Portal tunal,TRONCAL,1,F6891F,FFFFFF,3
T_2177,H17,Portal usme,TRONCAL,1,F6891F,FFFFFF,3
T_2067,H20,Portal usme,TRONCAL,1,F6891F,FFFFFF,3
Z_6940-2,H209,Galicia,URBANO,3,00618E,FFFFFF,3
T_2182,H21,Portal tunal,TRONCAL,1,F6891F,FFFFFF,3
T_2034,H27,Portal tunal,TRONCAL,1,F6891F,FFFFFF,3
Z_6931,H308,El tuno,URBANO,3,00618E,FFFFFF,3
Z_6548-2,H310,Sierra morena,URBANO,3,00618E,FFFFFF,3
Z_6935,H317,Centro comercial tunal,URBANO,3,00618E,FFFFFF,3
Z_6867,H318,El uval,URBANO,3,00618E,FFFFFF,3
Z_6766,H322,Cerros de oriente,URBANO,3,00618E,FFFFFF,3
Z_6869,H327,Acacias,URBANO,3,00618E,FFFFFF,3
Z_5770,H408,Diana turbay,URBANO,3,00618E,FFFFFF,3
Z_6997,H521,Usme chiguaza,URBANO,3,00618E,FFFFFF,3
Z_7006-2,H526,Restrepo,URBANO,3,00618E,FFFFFF,3
T_1890,H54,Portal usme,TRONCAL,1,F6891F,FFFFFF,3
Z_6635-2,H600,Tres esquinas,URBANO,3,00618E,FFFFFF,3
Z_7018-2,H601,La estancia,URBANO,3,00618E,FFFFFF,3
Z_5532,H602,Galicia,URBANO,3,00618E,FFFFFF,3
